type,text,listPrice,sqft,beds,baths_full_calc,stories,garage
single_family,"Cute country Cape set back on over 10 private acres! This inviting property features a detached two-car garage with space above that's perfect for a home office, bunkroom, or extra storage. Inside, you'll find a spacious kitchen that opens to a separate dining room and a large family room with hardwood floors and a cozy wood stove. The first-floor primary suite offers beautiful wide pine flooring, a walk-in closet, and a 3/4 bath for easy one-level living. Upstairs are two generously sized bedrooms and a full bath with a relaxing soaking tub. Ideally located just minutes from skiing, snow tubing, and cross-country skiing at King Pine Ski Resort, plus access to the beaches and boat launch at pristine Silver Lake, all just a short drive away!",375000,1645,3,2,2,2
single_family,"Stunning 3-bedroom, 3-bath Cape in Sanbornton, NH, ideally located just minutes from I-93! The main house welcomes you with a light-filled, spacious kitchen that opens to a large living area-perfect for everyday comfort and entertaining. A versatile bonus room and convenient first-floor laundry connected to a half bath offer excellent potential to convert into a full bath if desired. Upstairs, you'll find two bedrooms, a full bathroom, and an additional flexible room ideal for guests, a home office, or creative space. The lower level you'll get to enjoy a versatile, partially finished basement that makes the perfect den or hangout area This property also includes an attached one-bedroom, one-bath in-law suite, providing flexibility for multi-generational living or a great income opportunity. Set on 2.45 acres, the property offers privacy, space to enjoy the outdoors, and a detached garage equipped with a wood stove-an ideal setup for a workshop or hobby studio Please not all trim will be finished prior to closing! Homes like this rarely come to market. A must-see! Come join our open house this Saturday 10am-12pm.",625000,2158,3,2,2,2
condos,"Welcome Home. This meticulously maintained five-bedroom, two-bath freestanding condominium offers approximately 2,600 square feet of finished living space across three levels, with an attached garage and a flexible layout ideal for everyday living, entertaining, and hosting guests. Tucked near the end of a quiet cul-de-sac in the highly desirable Breakwater development, the home enjoys easy access to the community's in-ground pool, tennis courts, and day dock on Paugus Bay, part of Lake Winnipesaukee. The setting offers both privacy and convenience, with nearby amenities just minutes away. The main level features an open and spacious kitchen with ample cabinetry and counter space, flowing seamlessly into the dining area and living room with a gas fireplace. Sliding doors lead to a private deck with filtered water views, creating a perfect indoor-outdoor connection. Two bedrooms and a full bath complete this level, including a generous primary bedroom. The lower level offers an additional bedroom, ideal for guests, a home office, or a quiet retreat. The fully finished lower level expands the living space with two more bedrooms, a full bath, laundry area, game room, and a large family room with a second gas fireplace and direct access to the patio. This level is perfectly suited for entertaining, extended family, or hosting overnight guests. The home is conveniently located close to Lakeport Square, the Lakeport Opera House, restaurants, shopping, parks, golf, skiing, and the many attractions of the Lakes Region. A rare opportunity to enjoy low-maintenance living with space, comfort, and access to lake amenities in one of the area's most sought-after communities.",519000,2660,5,2,1,1
single_family,"Real Country Living in an antique post & beam farmhouse on 11+ acres, COMPLETELY remodeled for efficient modern life. The 2,200 sf home (town tax card not updated) completely reimagined over 7 years. On rolling pastureland, the home was stripped to its beams, insulated, and white cedar log sided on the exterior. Pine tongue & groove on the inside; Standing-seam metal roof will last indefinitely. Owned freestanding 9 KW solar array supplies 90% of power needs. The baseboard heat is rarely used with help of the pellet stove in the great room. Hybrid hot water heater in impeccably kept basement. A beautiful new kitchen with quartz countertops, and stainless Whirlpool appliances. Hardwood floors throughout. First floor primary bedroom ensuite, a window-filled living room and the home's cheese room round out the first floor. Three bedrooms and an additional bonus room are split over the main house and drive-through oversized multi-car garage (4 doors including auto lift). Exterior doors feature air lock vestibules. With a unique western ranch feel, the details of the home are extensive. First right of refusal on 2 additional lots with frontage on Forest Lake Rd. including driveway permits and town water available for sale. Forest lake & Mountain Views with a combination of forest, pasture and wetlands on the property.... habitat supports a myriad of wildlife. Fences in place for Horses? Sheep? or a pack of canine family members. Clean air and open space in SW NH close to VT & MA.",610000,2200,4,2,2,2
condos,"ELEVATED AND EFFORTLESS IN A PREMIER NORTH END ADDRESS! A LIFESTYLE BY DESIGN! Experience refined, lock-and-leave living in a beautifully managed building just moments from downtown’s celebrated dining, arts and sports destinations. Glide past manicured grounds into an expansive heated garage where your secure and reserved parking space awaits. A swift elevator ride whisks you up to a light-filled residence where a wall of windows frames captivating panoramic wooded views that transform with the seasons. Elegant neutral hues, crown molding and hardwood floors create a sophisticated palette for living. The kitchen is stylish and inviting with rich cherry cabinetry, tile accents, dreamy countertops and a suite of stainless appliances to inspire gatherings large and small. Enjoy morning coffee or an evening beverage on the covered porch as birdsong drifts through tranquil, park-like surroundings. Host intimate dinners in the dining area, then unwind in the living room where a charming window seat invites quiet moments with a favorite novel. After an evening at the Rex or the Currier, retreat to a serene primary featuring a refreshed ensuite bath and generous walk-in closet. A second bedroom offers flexibility for guests or a private office. With on-site manager ensuring secure package delivery and added peace of mind while traveling, this is maintenance-free living at its finest! A PERFECT BLEND OF LUXURY, COMFORT AND EASE AWAITS! WHY NOT LOVE WHERE YOU LIVE?",530000,1310,2,2,1,1
single_family,"Desirable ranch style condo offering easy single level living in the pet friendly 55+ Black Rocks Village Association. Move-in ready with over 1,400 sqft. of living space & 1 car attached garage set toward the end of a quiet dead end abutting the woods for added privacy. Enjoy low maintenance condo living with lawn, snow & exterior maintenance included & set in a community with walking trails, sidewalks, clubhouse, fire pit, community garden & activities. Whole house generator, central A/C & newer water heater. Maple kitchen w. corian counters, tile backsplash, ample cabinet space & hookup for gas stove. Generously sized living & dining with a gas fireplace, cathedral ceiling & nice natural light. Sliders from the kitchen & primary bedroom lead to the deck overlooking the backyard. 1st floor primary bedroom with en-suite 3/4 bath & double closets. Full bath off the hall plus separate laundry closet with built-in cabinetry. Walk out lower level offers over 450 sqft. of finished space with 1/2 bath ideal for guests, office or hobby room plus potential to finish more space, workshop, home gym, or use for storage. Covered porch leads to the mudroom entry w. direct access to the garage. 1 cat or 1 dog per unit & all occupants must be 55+. Convenient southern NH location close to shopping, dining, Rt 101 & 125, beaches & Seacoast. About 1hr to Boston or Portland & 30 min to Manchester.",395000,1436,1,2,1,1
single_family,"Country living at its best! This 2 to 3 bedroom , 1 bath home would make the perfect starter or vacation home when you want to get away from the rat race to relax and enjoy all the fun opportunities available in the North Country. There is a spacious light filled living room , kitchen with dining area,first floor bath and laundry area, mudroom with storage area and an enclosed front porch. Upstairs 2 bedrooms. Garage and separate shed in the backyard with plenty of room for gardening and play area for kids and pets. Many recent inprovements:such as new well and septic. ATV directly from the house with hiking, cross country ski and snowmachine trails nearby. Close to numerous lakes and ponds perfect for fishing, canoeing and kayaking and major downhill ski areas in about an hour's drive.",184900,1243,2,1,2,2
single_family,"Meticulously maintained and thoughtfully updated, this stunning Post & Beam Colonial in Swanzey, NH seamlessly blends timeless character with modern comfort. Sunlight pours through the home, highlighting the warm pine floors that run throughout and are in beautiful condition. The spacious eat-in kitchen features a gas stove, modern appliances, and a charming breakfast nook - the perfect spot to start your day. A convenient first-floor 3/4 bath with full-size washer and dryer adds everyday practicality. Designed for both comfort and entertaining, the cozy den with fireplace invites you to unwind, while the generous dining room - complete with a sweet built-in hutch - is ready to host memorable holiday gatherings. The front living room offers a welcoming space to relax at day's end, and a first-floor bedroom provides flexible living options. Upstairs, you'll find four well-sized bedrooms along with a versatile flex room ideal for a home office, playroom, or additional storage. The walk-up third-floor attic presents exciting potential for future finished space - imagine a studio, game room, or private retreat. Dual staircases from the foyer and kitchen enhance the home's classic Colonial charm and functionality. Additional highlights include vinyl windows, mini-splits for summer cooling and supplemental heat, a pellet stove, FHA heating system with multiple heat sources, whole-house water filtration, Nest thermostat, and a spacious rear deck perfect for relaxing or entertaining. A beautifully crafted stone wall lines the driveway, adding to the property's curb appeal. Whether you're seeking a full-time residence, vacation getaway, or investment opportunity such as an Airbnb, this exceptional home offers warmth, character, and versatility. A true New England beauty - ready to welcome its next chapter.",539900,2815,5,2,3,1
townhomes,"Pemigewasset River Village of Riverbend 2 Bedroom, 2 Bath, 1127 Sq Ft. with Garage Riverfront Condo with LONG RANGE BREATHTAKING Mountain & River views for only $349,999! The main floor plan features a well-appointed 10'x8' Kitchen with abundant cabinet & counter space, a 11'x10' Ding Area, a 15'x14' Living Room with wood fireplace & slider leading to the Deck, a 12'x10' Bedroom & the 9'x5' Full Bath. The upper level features the 15'x14' Primary Bedroom Suite with Wall AC, storage area, a 10'x5' Full Bath & Laundry. Sit back & relax on your wrap round deck which was replaced in 2025 to enjoy the spectacular views & manicured grounds in one of the Premier associations with 109 Acres on the Pemi River. Take advantage of all that this pet-friendly (including dogs) Association has to offer from a private beach on the Pemi River with Canoe/Kayak Racks, inground pool, Hot Tub & Tennis Courts, snow removal, water, sewer & trash for only $350 a month plus $200 a year for the coveted 22'x12' One Car Garage. Take advantage of being seconds away from the renovated Owl's Nest Vineyard Golf Course, minutes to Route 93, the University town of Plymouth, major Ski resorts, snow mobiling & the Ashland Town Beach on Little Squam Lake with Bathhouse. REQUEST VIDEO TOUR! Make this your Primary Residence or turn this into your vacation home (6-month Rental minimum). Schedule your showing TODAY!",349999,1127,2,2,2,1
single_family,"Many updates throughout this home, including a new roof and an updated kitchen and bathroom. The property offers bedrooms and 1 full bath on the first floor, with 2 more large bedrooms on the second floor. Features include a spacious two-car garage and a quiet street location. A boat currently on the property will remain with the sale.",189000,1188,4,1,1,2
single_family,"This 1750s Antique Colonial Farmhouse was thoughtfully reimagined only a few years ago to deliver the best of both worlds - timeless New England charm paired with exceptional modern efficiency. Extensively renovated with a focus on craftsmanship and detail, this home is net-zero ready and built for long-term performance. Energy-saving features include AeroBarrier envelope sealing, foam insulation, triple-pane windows, and high-efficiency systems designed to significantly reduce utility costs while enhancing year-round comfort. The custom kitchen blends historic charm with modern convenience, featuring Energy Star Bosch 800-series appliances, reclaimed wood shelving, and a striking spiral central fireplace showcasing the original brick-domed bread oven and copper hot water basin - a rare preserved architectural element. Original hand-hewn artisan rafters remain exposed in the west half of the home, celebrating its 18th-century heritage. Custom built-ins add both appeal and functionality, including bookcases, nightstands, and a window seat in the primary bedroom, along with custom cabinetry and reclaimed wood shelving in the kitchen, great room, and laundry. Wide pine floors run throughout the main living areas. The basement features tile flooring and original stone walls. Milton & King wallpaper enhances the dining room, kitchen, back stairwell, and laundry room with refined design detail. Additional highlights include a custom pergola over the rear deck and a rear glass garage door for convenient yard access and flexible use. Plus, the windows, roof, HVAC systems, and septic tank are all under 3 years old! Take advantage of this rare opportunity to own a meticulously restored antique home in highly desirable Hollis - offering historic authenticity without compromising modern comfort and efficiency. *All offers due by Wednesday 3/4 at 5pm*",1200000,2940,3,2,2,2
single_family,"Sprawling New Englander with many updates offers plenty of space, large yard for garden area, play space, and room for pets! Your flexible floor plan features 4 bedrooms + a BONUS space perfect for home office, crafts, storage or guest space! MANY UPDATES including newer bath, replacement windows, roof and furnace. Enclosed 3-season front porch with great natural wood + Side sun porch ready for spring plants. Speaking of sun... let it shine and watch your electric bill drop! 16 solar panels will slow your electric meter to a crawl (and no lease/ loan payment !) Got stuff ? 20 x 30 Oversized garage w/ electric has room for it all! AGENTS SEE REMARKS",345000,1599,4,2,2,3
single_family,"Meredith, NH 03253 -This could be just what you have been searching for. No waiting for this brand-new home on a newly developed 3+ acre lot, it's ready for you now. The seller transformed this original 1974 structure from the foundation up with a new septic system, drilled well, roof, windows, insulation, electrical, plumbing, walls, floors, and appliances, all for you to enjoy. With selective tree trimming, you may capture southerly views towards the Belknap Mountains. Inside, beautiful hardwood floors run throughout. The open-concept kitchen, dining, and living areas feature a large granite island thats perfect for cooking, gathering, and everyday living. The fresh colors used in the kitchen add a unique touch you wont see elsewhere. Entering from the attached garage, youll pass a half bath and the laundry roomthough laundry can also be moved to the second floor if preferred, making this room an ideal mudroom. Upstairs are two spacious bedrooms plus an additional room perfect for an office or den, all served by a nicely appointed full bath. The primary suite is a true retreat with abundant natural light, a generous walk-in closet, and a private bath featuring dual sinks and a walk-in shower. Move-in ready and available now. If you are looking to be in Meredith, this location is a good one. From here, you are just over 3 miles from downtown, and you are on a great route to Laconia or Gilford for shopping. You can get to I-93 with ease.",750000,2442,3,2,2,2
single_family,"We are excited to present this impeccably maintained 3-bedroom ranch-style home, offering both comfort and quality throughout. While the city records classify the property as a Cape, all primary living spaces are conveniently located on the first floor, featuring hardwood flooring throughout. This home has been thoughtfully updated from top to bottom, with major improvements completed approximately two years ago, including the roof, windows, furnace, central air conditioning, and stainless-steel appliances. The result is a truly move-in-ready property. A walk-up attic provides excellent potential for future finished space, offering flexibility to meet a variety of needs. Additional highlights include a one-car garage and an attractive corner lot. Inside, you will appreciate the pride of ownership evident in the unique architectural details, such as curved archways, a built-in corner cupboard, and a spacious pantry. The basement includes a washer and dryer hookups and offers convenient walk-out access. Clean, crisp, and exceptionally well cared forthis home is a standout opportunity in todays market in convenient location",479000,1198,3,1,1,1
single_family,"Two Homes (duplex over under), in Classic New Englander! Dreaming of multi-generational living or a smart investment? This unique home has it all! 2 levels of living with an interior staircase. easy-access in-law apartment with separate utilities and its own kitchen. enjoy the timeless charm of tin ceilings and a classic exposed staircase. Outside, you get a great barn/garage and enclosed sun porches. Updated and cared for! agents see non public remarks",425000,1769,3,2,2,1
single_family,"Your Dream Country Escape Awaits! Welcome to this lovingly maintained 4-bedroom, 3.5-bath farmhouse, beautifully set on 5 picturesque acres of scenic farmland. Blending timeless charm with modern comfort, this property offers endless possibilities for country living at its finest. The outdoor amenities truly shine, featuring a spacious barn for storage, a 3-stall horse barn, a detached one-car garage, and a fully approved farm stand-perfect for hobby farmers, equestrian enthusiasts, or entrepreneurs looking to operate a small home-based business. Inside discover gleaming hardwood floors throughout the main living area, a sun-filled kitchen with stainless steel appliances, and a generously sized dining room overlooking the serene backyard. A flexible bonus room offers the perfect space for a home office, pantry, or additional storage. The first-floor primary suite provides a peaceful retreat with a full en-suite bath and convenient in-suite laundry. An additional bedroom and half bath complete the main level, offering comfort and functionality. Upstairs, you'll find two spacious bedrooms, two full bathrooms, and abundant closet space, providing plenty of room for family, guests, or creative spaces. Whether you envision cultivating a working farm, creating your own private countryside retreat, or simply enjoying wide-open spaces, this exceptional property offers the rare opportunity to bring your vision to life. Come experience the beauty, tranquility, and potential this special home has to offer!",550000,2742,3,3,2,1
single_family,"OPEN HOUSE CANCELLED! Welcome to 11 Wellesley Drive, a well-located home in the desirable town of Pelham, NH. Set on a residential street, this property presents a great opportunity for buyers looking to bring their own vision and updates. Enter through the front door to find beautiful hardwood floors throughout the dining room and kitchen. Off the kitchen, enjoy a sunken living room and a bright four-season sunroom filled with natural light. The opposite wing offers three bedrooms and a full bathroom. The finished basement features a spacious family room, cedar closet, and an additional full bathroom with a large tub. Outside, enjoy two porches and a private yard with an in-ground pool-perfect for relaxing or entertaining. Conveniently located near local schools, shopping, dining, and commuter routes. Property is being sold as-is.",519000,2744,3,2,1,2
condos,"Welcome to Preston Place at Pointe Place-a stunning ranch-style home in a sought-after 55+ community. Designed for both comfort and elegance, this residence showcases hardwood floors throughout, a chef's kitchen with custom cherry cabinetry, granite countertops, stainless steel appliances and a center island and a spacious dining room accented with columns and wainscoting. The vaulted great room perfect for enjoying natural light year-round. The first-floor primary suite offers a spa-like retreat with a soaking tub and tile shower. Additional well sized bedroom with full bath and 1st floor laundry. Step outside to an oversized patio overlooking a beautifully landscaped, private yard-ideal for relaxing or entertaining. Additional highlights include geothermal heating and cooling, providing energy efficiency and year-round comfort. Just minutes away from Wentworth Douglass Hospital, restaurants, shopping, and easy highway access. Don't miss the opportunity to make this remarkable property your new home!",725000,1659,2,2,1,2
single_family,"Welcome home to this beautiful 2-3 bedroom property tucked away at the end of a quiet cul-de-sac in Newmarket, NH. The first floor features an updated open-concept kitchen overlooking the dining area, a spacious living room with a gas stove and vaulted ceilings, a bedroom, an office or bonus room, and a full bathroom. Upstairs, you'll find two additional generously sized bedrooms, a full bathroom, and a huge walk-in closet. Hardwood floors run throughout the home, adding warmth and charm. The walk-out basement-complete with a pool table-offers endless possibilities for a game room, home gym, or additional living space. Need even more room? The walk-up space above the garage is ready to be finished to suit your needs. Parking is effortless with an attached two-car garage and additional covered parking on the side. Storage abounds with three sheds, one of which could easily be transformed into the perfect playhouse. Entertain with ease on the large deck off the living room, which leads to a heated pool and a spacious, flat yard ideal for family fun. Additional highlights include vinyl siding and a whole-home generator for peace of mind. Join us at the open house from 10-12 on Sunday, 2/15 (please don't block the neighbors driveways. There is additional parking space at the first cul-de-sac area).",599900,1782,2,2,2,2
single_family,"Welcome to 16 Molly Way, a beautifully maintained 3-bedroom, 1.5-bath single-family home nestled on approximately 1.87 acres in one of Epping's most desirable residential neighborhoods. Step inside to discover a bright and inviting living space filled with natural light. The main level offers hardwood floors, a spacious living room, a formal dining room perfect for gatherings, and a modern kitchen featuring abundant cabinetry and generous counter space to meet all your culinary needs. Upstairs, you'll find a generously sized primary bedroom with an excellent closet, along with two additional bedrooms and a full bathroom-providing comfortable space for family, guests, or a home office. Additional highlights include an attached two-car garage and an unfinished basement offering excellent potential for future expansion, whether you envision a home gym, recreation room, or additional living space. Step outside to the newly added patio-an ideal setting for backyard entertaining, summer barbecues, or simply relaxing while enjoying your private outdoor retreat. Even better, the property abuts the 400-acre Lamprey River Forest Conservation Area, providing direct access to scenic trails, nature walks, and year-round outdoor recreation right from your backyard. Conveniently located near Route 101, this home offers easy access to Manchester, Portsmouth, and local amenities-while still enjoying the peaceful charm of Epping's serene surroundings. Don't miss this opportunity to own a truly move-in ready home in a fantastic location! OFFER DEADLINE MONDAY FEB 23 AT NOON",589000,1768,3,1,2,2
single_family,"Timeless Charm Meets Endless Possibility. Fall in love with the character and charm of this antique three-bedroom, one-bath home, filled with original details and rich history. From the beautiful hardwood floors to the striking stone exterior, every corner tells a story. Enjoy peaceful mornings or summer evenings on one of the two front porches - one screened in for relaxing rain or shine. The inviting layout offers plenty of space to create your own modern touches while preserving its classic appeal. Outside, a large, level yard is perfect for gatherings on the deck or cozy evenings by the outdoor fireplace. With a one-car garage and carport plus a detached two-car garage with additional storage, there's room for all your hobbies and toys. A true gem for those who appreciate craftsmanship, history, and the chance to make a home uniquely their own.",329000,1228,3,1,2,3
condos,"Welcome to this beautifully maintained 2-bedroom, 1 3/4-bath garden-style unit in desirable Stone Terrace, offering comfort, convenience, and easy living. Step inside to a bright and inviting layout with spacious living and dining areas that flow seamlessly to your private balcony - the perfect spot to enjoy your morning coffee or unwind at the end of the day. The thoughtfully designed floor plan includes two generously sized bedrooms, including a primary suite with its own 3/4 bath. You'll love the abundance of closet space throughout, providing exceptional storage and organization options. Additional conveniences include underground parking with a dedicated storage area, keeping your vehicle protected year-round and offering even more room for your belongings. During the warmer months, relax and soak up the sun by the community's outdoor pool - a wonderful bonus for summer enjoyment without leaving home. Located just minutes from major highways, this property is ideal for commuters seeking easy access while still enjoying a peaceful residential setting. Low-maintenance living, excellent amenities, and a prime commuting location make this Stone Terrace unit a must-see!",340000,1081,2,2,1,1
single_family,"Welcome to 224 Cate Street in the vibrant West End of Portsmouth. This property brimming with potential and endless possibilities. This 3-bedroom, 1-bathroom home spans 1,734 square feet and sits on an expansive 20,037-square-foot lot, offering a unique opportunity for renovation, rebuilding, or development. Imagine the possibilities as you explore the spacious layout, perfectly suited for your creative vision. Whether you're dreaming of updating the current home, expanding it, or completely reimagining the space to create a new masterpiece, this property provides the perfect canvas. Seize the chance to transform this property into your dream oasis or a lucrative investment. With its prime location and ample space, 224 Cate Street is ready to become whatever you envision. Don't miss out on this rare opportunity-come see the potential for yourself!",699000,1734,3,1,2,1
single_family,"Need more space? This expansive Contemporary Colonial offers over 4, 300 square feet of versatile living and entertaining space! The heart of the home is a stunning recreation room featuring a built-in bar and grill-perfect for hosting gatherings. The spacious eat-in kitchen boasts granite countertops, stainless steel appliances, and plenty of room for casual dining. An oversized living room with tile flooring and a cozy pellet stove provides a warm and inviting atmosphere. Enjoy the flexibility of a first-floor private office or guest bedroom, plus a bright sunroom for relaxing. The formal dining room is ideal for special occasions, and the family room offers a classic touch with a wood-burning fireplace. Upstairs, you'll find four generously sized bedrooms, including a luxurious primary suite complete with a walk-in tiled shower. Two additional full bathrooms provide comfort and convenience for everyone. Additional highlights include hardwood floors, new carpeting, updated windows and sliders, newer vinyl siding and roof, central A/C, irrigation system, and thoughtful outdoor upgrades like a cobblestone walkway, large patio, and a massive wraparound deck. A spacious shed offers even more storage. This home is built for both entertaining and everyday living and ready for your finishing touches!",699000,4333,5,3,2,2
single_family,"Tucked into the hills of Orford, NH, 58 Bear Tree Road offers 62.2 conserved acres of rolling pasture, forest, and natural beauty. This peaceful country property features old stone walls, two ponds (including a designated fire pond), and access to wooded trails, ideal for nature lovers and outdoor enthusiasts. Located near the Appalachian Trail and only 1.8 miles to Upper Baker Pond Beach, this setting blends privacy with year-round recreation. The land is alive with wildlife. Deer, birds, and other native species make daily appearances, adding to the richness of the landscape. The main home is thoughtfully designed for comfort and ease, with the option for one-level living. The first floor features a spacious primary suite with private bath, an open kitchen and dining area, walk-in pantry, laundry, and a half bath. The sunlit living room with a wood-burning fireplace offers a cozy place to gather. Upstairs includes two additional bedrooms and a full bath, perfect for guests or family. Enjoy the changing seasons from the screened-in porch or relax on the outdoor patio surrounded by nature. A one-car attached garage adds convenience, and the accessory dwelling unit provides flexible space for multigenerational living, rental income, or a home office. Enrolled in a conservation easement, the land is protected for future generations. This is a property where lifestyle meets landscape. A chance to live connected to land, tradition, and quiet New England charm.",925000,3299,3,2,2,1
townhomes,"Why wait to build when you can move right into this like new townhouse condo in the sought after Townhomes at Capital Pointe? This resale opportunity in a newly constructed community offers the perfect blend of modern finishes and immediate availability. The first floor welcomes you with a bright, open-concept layout designed for today's lifestyle. The kitchen shines with stainless steel appliances, quartz countertops, and a center island ideal for gathering, meal prep, or casual dining. Seamlessly flowing into the living area, this space is perfect for both everyday living and entertaining. A one car garage adds convenience and additional storage. Upstairs you'll find three generously sized bedrooms, including a spacious primary suite with an en-suite bath. The primary bathroom features double sinks, stone countertop vanities, and a beautifully tiled walk-in shower. The additional bathrooms also offer coordinating stone-top vanities for a cohesive, upscale feel. A second-floor laundry area makes daily living even easier. This pet friendly community offers exciting future amenities including a clubhouse, pool, gym, and dedicated pet area adding even more value to this wonderful neighborhood. Come and enjoy everything the capital city of Concord, NH has to offer! Close to shopping, restaurants, and highways. A quick close is possible. Open house Sat 3/7 & Sun 3/8 11-1.",423999,1530,3,2,2,1
single_family,"Price Improvement - Don't Miss This Opportunity! Welcome home to this inviting property nestled at the end of a quiet dead-end street, offering a comfortable and functional layout with room to grow. The main level features a spacious, light-filled dining room with sliding doors to the deck, a beautifully appointed kitchen, a welcoming living room, plus a separate laundry room and full bath. A sun-filled sunroom provides a versatile space to relax or entertain year-round. Upstairs, three bedrooms and a full bath create a private retreat. The walkout lower level offers a large bonus room and additional unfinished space for storage or future expansion. Garage with work area and separate shed included. Schedule your showing today-this one you won't want to miss!",315000,1899,3,2,2,1
single_family,"Set High Atop a Hill is This Stylish Elegant Colonial w/Functional Floor Plan, Perfect for Entertaining or a Growing Family. This spectacular Home Features a Great Layout, Eat-In Kitchen, 2 Large Family Rooms & Brick Fireplace, Formal Dining Room, Office, Media Room, Hardwood Floors, Bedroom Suite w/13 x 16 Sitting Room, Personal Bath & Walk-in Closet; 2 Large Decks, Beautiful Brick Pavers Front & Back Walkways and Stonewall. Partially Finished Basement. 3.5 Baths, Walk Up 3rd Floor w/Endless Possibilities. Irrigation, a Storage Shed, All on 2.24 Acres of Private Land, with Room for a Pool and more... Less than 1 mile to the Schools, Close to Atkinson Town Line and Just 40+- mins to Boston.",777000,2941,3,3,2,2
single_family,"Discover this exceptional custom-built contemporary home-beautifully updated and meticulously cared for over the past four decades. From the moment you enter, it's clear that this residence offers a unique blend of thoughtful design, quality craftsmanship, and modern comfort. This expansive property provides remarkable flexibility, including two potential primary suites-one on both first floor and second floor, each featuring a custom oversized full bathroom and generous walk-in closet. With 3-4 bedrooms, multiple additional rooms ideal for offices or creative spaces, and a 3-bedroom septic, the layout adapts easily to a wide variety of lifestyles and needs. The gourmet, updated kitchen is a standout feature, designed to impress with its custom finishes, expansive breakfast bar, and abundant workspace perfect for everyday living or hosting memorable gatherings. The adjoining two-story family room showcases a striking fireplace and large windows that fill the space with natural light, creating a warm and inviting atmosphere. Convenience continues with central air conditioning, a first-floor laundry room, and a blend of quality wood, tile, and carpeted flooring throughout the home. Recent improvements include a newer roof and a newly installed on-demand propane generator, adding peace of mind and efficiency. Outdoor living is just as impressive, featuring a spacious 700 sq ft private deck and an inviting front patio-ideal for relaxing or entertaining in every season. Numerous thoughtful updates throughout the home contribute to its move-in-ready feel, offering the character of a long-loved property with the freshness of one that feels newly built. Enjoy the charm and warmth of wood and soaring ceiling! The current owners have cherished this remarkable home for many years, and now it is ready to welcome its next chapter. Come see all the possibilities and discover the comfort, function, and style this property offers. Showing begin @ O.H. 3/7 + 8, from 12-2 Sat & Sun",1100000,3940,4,4,2,2
single_family,"Lakes Region Custom Ranch on over 8 acres in Belmont, New Hampshire. Three bedrooms & three bathrooms, this property offers a rare combination of privacy & convenience, along with extensive solar efficiency (solar panels are paid in full), finished lower level, fenced pool with gazebo, raised garden beds, and a dedicated fire pit area to name some. Multiple outbuildings and garages. Secluded living with everyday conveniences nearby. Remodeled & updated dream kitchen offering a live edge vibe with vaulted ceiling, ten & half foot granite island and stainless steel appliances. The open-concept kitchen area flows into a spacious living room that opens to a three-season porch, leading to multiple decks, and a beautiful in-ground pool area. The primary suite includes a spa-like bath, sitting area with a gas stove, and a private four-season porch. The finished lower level offers two bedrooms, living area, full bath, as well as additional space for an office and/or exercise area. Updated, well maintained, and offering flexible living and storage options, this property presents a unique opportunity in the Lakes Region. Measurements are approximate, please refer to attached floor plans. Public Open House scheduled for Saturday, March 14, 2026 from noon to 2:00pm.",769000,2964,3,2,1,4
townhomes,"OFFER DEADLINE: Monday 3/2 at 12PM. If you've been searching for a home that feels like a quiet escape without leaving Merrimack, this is the one. Tucked into a peaceful wooded setting, this updated end-unit townhome offers serene backyard views that create a magical, forest-like atmosphere - where nature becomes part of your everyday living experience. Inside, thoughtful renovations bring a fresh and modern feel, including a beautifully updated kitchen, new carpeting, an updated second-floor bathroom, and fresh interior paint throughout. Natural light fills the space, enhanced by the privacy and openness that comes with an end-unit location. The finished lower level offers incredible versatility - perfect for a home office, fitness space, media room, or additional living area - adapting easily to today's lifestyle needs. Everyday convenience continues with a one-car garage, low condo fee, and a layout designed for both comfort and functionality. Set within a welcoming community, residents enjoy amenities such as a fenced-in pool, tennis courts, and nearby walking trails, all while being just minutes from schools, major highways, and local attractions. A rare combination of tranquility, updates, and location makes this home truly special. Welcome home!",400000,1677,2,1,2,1
single_family,"Welcome to 289 South Street, where space, comfort, and location come together in the heart of Concord. This expansive five-bedroom, three-bathroom home is thoughtfully situated on a generous 4-acre lot, offering exceptional outdoor space for gardening, recreation, entertaining, or simply enjoying the peaceful surroundings of this desirable neighborhood. A three-car garage provides abundant room for vehicles, storage, or a workshop setup. Inside, the home features freshly painted interiors and brand-new flooring on the upper level, creating a bright, clean, and move-in-ready feel. The first floor offers a warm and inviting layout with a cozy fireplace, ideal for New England evenings, along with convenient laundry hookups and additional hookups on the second floor for added flexibility. The sun-filled three-season porch, complete with new carpet and screens, is the perfect space to enjoy morning coffee, relax with a book, or unwind in the evenings while overlooking the property. The finished basement adds exceptional versatility, featuring a second fireplace, built-in bar, and a dedicated workshop or hobby area, making it ideal for entertaining, creative pursuits, or extended living space. Conveniently located just minutes from T-BONES Great American Eatery, Bow Brook Property, and Russell-Shea State Forest, this home also offers proximity to highly regarded schools, including Rundlett Middle School, Trinity Christian School, and Concord High School. Whether you're looking to expand your household, need flexible work-from-home space, or simply want room to live, play, and grow, this property delivers size, versatility, thoughtful updates, and an outstanding Concord location.",799000,3652,5,2,3,3
